_id,courseUrl,name_company,upadte_date,rank,amount,age,level,experience,salary,headquarters,technical_requirements,Tên công việc,Mã công việc
6706b3e96ab7bb80c7c1a3dd,https://sieuthivieclam.vn/viec-lam/nhan-vien-ky-thuat-CV2023-26611.html,Công Ty TNHH Hỗ Trợ Sản Xuất Đông Nam Á,Ngày cập nhật: 15/02/2023,Nhân viên,0 (10 nam),Từ 18 - 30,Lao động phổ thông,Không yêu cầu,12.000.000VNĐ,Quận 7,"['\n Nộp hồ sơ trực tiếp tại công ty:\xa0621 Huỳnh Tấn Phát, P.Tân Thuận Đông,Q.7,HCM\xa0', '\n A Tuấn – 0909130387', '\n Lương cơ bản : 6tr đến 12tr']",Nhân Viên Kỹ Thuật,CV2023-26611
6706b3e96ab7bb80c7c1a3de,https://sieuthivieclam.vn/viec-lam/nhan-vien-phu-viec-CV2023-26612.html,PHAM GIA BUSINESS INVESTMENT IMPORT EXPORT COMPANY LIMITED,Ngày cập nhật: 16/02/2023,Nhân viên,4,0,Lao động phổ thông,Không yêu cầu,6.000.000VNĐ,Quận 10,"['\n \xa0', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n \xa0', '\n \xa0', '\n \xa0', '\n \xa0']",NHÂN VIÊN PHỤ VIỆC,CV2023-26612
6706b3eb6ab7bb80c7c1a3df,https://sieuthivieclam.vn/viec-lam/nvkd-linh-vuc-chuyen-phat-nvkd-linh-vuc-giai-phap-CV2022-26499.html,VIETTEL THÀNH PHỐ HỒ CHÍ MINH,Ngày cập nhật: 16/02/2023,Nhân viên,60,0,Cao đẳng,Không yêu cầu,20.000.000VNĐ,Quận 10,"['\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ']",NHÂN VIÊN KINH DOANH,CV2022-26499
6706b3ec6ab7bb80c7c1a3e0,https://sieuthivieclam.vn/viec-lam/nhan-vien-kinh-doanh-thang-tiep-suc-2022-CV2022-26555.html,CÔNG TY TNHH CÔNG NGHỆ NÔNG NGHIỆP SHINADA,Ngày cập nhật: 17/02/2023,Nhân viên,50,Dưới 40 tuổi,Lao động phổ thông,Không yêu cầu,10.000.000VNĐ,Quận Bình Tân,"['\n - Tiếp thị, giới thiệu sản phẩm bột rửa tay công nghiệp đến với khách hàng', '\n ']",NHÂN VIÊN KINH DOANH,CV2022-26555
6706b3ec6ab7bb80c7c1a3e1,https://sieuthivieclam.vn/viec-lam/nhan-vien-tieng-anh--nv-van-thu-nv-lam-ho-so-thau--nv-ky-thuat-phu-phong-mo-CV2023-26599.html,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM DUY ANH,Ngày cập nhật: 18/02/2023,Nhân viên,0 (7 nam - 2 nữ),Dưới 35,Trung cấp,Không yêu cầu,Thoả thuận,Quận 7,"['\n Thông tin liên hệ:\xa0', '\n - Ms Nữ 0968.287.155', '\n - Địa chỉ: 37 đường số 18 , khu Đô Thị Mới Him Lam,\xa0P. Tân Hưng, Q7, Tp.HCM']",Nv Xuất Nhập Khẩu biết Tiếng Anh / Nv Văn Thư-NV Làm Hồ Sơ Thầu / Nv Kỹ Thuật Phụ Phòng Mổ,CV2023-26599
6706b3ef6ab7bb80c7c1a3e2,https://sieuthivieclam.vn/viec-lam/tap-vu--le-tan-CV2023-26623.html,KHÁCH SẠN INDOCHINE,Ngày cập nhật: 23/02/2023,Nhân viên,10,Dưới 50 tuổi,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 1,['\n - Làm việc cho khách sạn ở trung tâm thành phố'],TẠP VỤ / LỄ TÂN,CV2023-26623
6706b3ef6ab7bb80c7c1a3e3,https://sieuthivieclam.vn/viec-lam/le-tan-CV2023-26627.html,THẬP NHẤT PHONG  HOTEL,Ngày cập nhật: 27/02/2023,Nhân viên,2 (1 nam - 1 nữ),25 trở lên,Lao động phổ thông,1,Thoả thuận,Quận 7,"['\n - Trung Thực, Siêng Năng\xa0', '\n - Giao Tiếp Khéo Léo, Năng Động.', '\n - Có ngoại hình là điểm cộng ưu tiên']",NHÂN VIÊN LỄ TÂN,CV2023-26627
6706b3f16ab7bb80c7c1a3e4,https://sieuthivieclam.vn/viec-lam/nhan-vien-quan-ly-kho-CV2023-26621.html,Công ty TNHH Dược phẩm Medvie,Ngày cập nhật: 28/02/2023,Nhân viên,1 (2 nam),20-35,Trung cấp,Không yêu cầu,Thoả thuận,Quận 2,"['\n - Thông thạo vi tính văn phòng word, excel', '\n - Trình độ trung cấp trở lên (ưu tiên bằng cấp y dược)']",NHÂN VIÊN KHO,CV2023-26621
6706b3f36ab7bb80c7c1a3e5,https://sieuthivieclam.vn/viec-lam/giao-vien-can-thiep-som-cho-tre-dac-biet-CV2023-26631.html,CÔNG TY GIÁO DỤC HỒNG HẢI,Ngày cập nhật: 01/03/2023,Nhân viên,2 (2 nữ),dưới 35,Trung cấp,Không yêu cầu,Thoả thuận,Quận 9,"['\n - Tốt Nghiệp ngành Mầm Non, Giáo Dục Đặc Biệt, Tâm Lý Học, Công Tác Xã Hội, Sư Phạm', '\n - Sinh viên sắp ra trường làm được', '\n - Yêu trẻ, yêu nghề, nhiệt tình, kiên trì, chăm học hỏi', '\n - Thời gian: 7h-18h từ thứ 2 đến thứ 7', '\n - Được đào tạo chuyên môn thường xuyên', '\n - Được làm việc trong môi trường hiện đại, năng động, trẻ trung, có tính khoa học và học tập cao', '\n \xa0']",GIÁO VIÊN CAN THIỆP SỚM CHO TRẺ ĐẶC BIỆT,CV2023-26631
6706b3f46ab7bb80c7c1a3e6,https://sieuthivieclam.vn/viec-lam/chuyen-vien-kinh-doanh-CV2023-26632.html,Công Ty Cổ Phần Đầu Tư Địa Ốc Sài Gòn King Land,Ngày cập nhật: 01/03/2023,Nhân viên,0,0,Lao động phổ thông,Không yêu cầu,Thoả thuận,"Quận 1, Quận 2, Quận 3, Quận 4, Quận 5, Quận 6, Quận 7, Quận 8, Quận 10, Quận 11, Quận 12, Huyện Bình Chánh, Quận Bình Tân, Quận Bình Thạnh, Quận Phú nhuận, Quận Tân Bình, Quận Tân Phú, Quận Thủ Đức","['\n Không yêu cầu kinh nghiệm, sẽ được đào tạo chuyên sâu.', '\n Đam mê kiếm tiền, yêu thích đầu tư.', '\n Nhiệt huyết, siêng năng, ham học hỏi, cầu tiến là 1 lợi thế.']",CHUYÊN VIÊN KINH DOANH,CV2023-26632
6706b3f46ab7bb80c7c1a3e7,https://sieuthivieclam.vn/viec-lam/ban-hang--phu-bep--goi-banh-nam-loc--nau-bep-CV2023-26634.html,Quán 3 Mẹt,Ngày cập nhật: 02/03/2023,Nhân viên,5,35 - 50 tuổi,Lao động phổ thông,Không yêu cầu,Thoả thuận,"Quận Gò Vấp, Quận Phú nhuận","['\n - Vị trí ', ' nữ từ 35 - 50 tuổi, sức khoẻ tốt, nhanh nhẹn, sạch sẽ; Ưu tiên người biết về các ứng dụng giao đồ ăn như GrabFood, ShopeeFood… Hiểu biết hoặc yêu thích các món ăn miền trung miền nam, đã từng phụ bán quán ăn.', '\n - Vị trí ', ' không yêu cầu tuổi tác, kinh nghiệm, chỉ cần chịu khó, siêng năng và khéo tay.', '\n - Vị trí Nấu bếp: nữ từ 35 - 50 tuổi, sức khoẻ tốt, có kinh nghiệm làm bếp.']","BÁN HÀNG / PHỤ BẾP / GÓI BÁNH NẬM, LỌC / NẤU BẾP",CV2023-26634
6706b3f66ab7bb80c7c1a3e8,https://sieuthivieclam.vn/viec-lam/tap-vu-CV2023-26636.html,CÔNG TY TNHH BASF VIỆT NAM,Ngày cập nhật: 03/03/2023,Nhân viên,1,0,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 1,"['\n Vệ sinh:\xa0', '\n • Vệ sinh hàng ngày khu vực văn phòng chung, khu vực làm việc, trang thiết bị nội thất\xa0', '\n • Lau dọn phòng ăn sạch sẽ và gọn gàng. Phối hợp với nhân viên Hành chính bổ sung thực phẩm, đồ dùng chung\xa0', '\n • Dọn dẹp, vệ sinh phòng họp, sắp xếp bàn ghế chuẩn bị trà nước, bánh kẹo sẵn sàng… cho các cuộc họp, chương trình đào tạo hay sự kiện', '\n • Gom và chuyển rác đến nơi quy định hàng ngày.\xa0', '\n Công việc khác\xa0', '\n • Phục vụ cà phê, trà nước cho khách của Công ty \xa0', '\n • Hỗ trợ chuẩn bị trà nước và sắp xếp mặt bằng cho các sự kiện, hoạt động của công ty\xa0', '\n • Thực hiện các công việc hành chính đơn giản khác (ví dụ như photo, phân phát thư từ, giấy tờ…) khi được yêu cầu.\xa0', '\n Báo cáo:\xa0\xa0', '\n • Báo cáo cho người giám sát bất kỳ sự cố, tai nạn hoặc thiệt hại phát sinh nào.\xa0']",TẠP VỤ,CV2023-26636
6706b3f76ab7bb80c7c1a3e9,https://sieuthivieclam.vn/viec-lam/nhan-vien-van-phong-CV2023-26638.html,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HỒNG THỊNH,Ngày cập nhật: 07/03/2023,Nhân viên,10,18,Trung học phổ thông,Không yêu cầu,8.000.000VNĐ,Quận 10,"['\n ', '\n - Không yêu cầu kinh nghiệm', '\n - Có tinh thần cầu tiến, ham học hỏi, trung thực , nhiệt tình và có tinh thần trách nhiệm cao', '\n ', '\n - Không yêu cầu kinh nghiệm', '\n - Giọng nói dễ nghe, thông thạo vi tính văn phòng \xa0', '\n - Chủ động trong việc chăm sóc khách hàng qua điện thoại và duy trì tốt quan hệ với khách hàng đã có']",KẾ TOÁN VĂN PHÒNG/ NHÂN VIÊN TIẾP THỊ THỊ TRƯỜNG,CV2023-26638
6706b3f86ab7bb80c7c1a3ea,https://sieuthivieclam.vn/viec-lam/ban-hanglao-dong-pho-thong-CV2022-26547.html,CÔNG TY TNHH SÁCH THIẾT BỊ GIÁO DỤC ĐỨC TRÍ,Ngày cập nhật: 09/03/2023,Nhân viên,6 (3 nam - 3 nữ),0,Lao động phổ thông,Không yêu cầu,6.500.000VNĐ,Quận 1,"['\n ', '\n - Nam/Nữ, tuổi không giới hạn', '\n - Tốt nghiệp THPT trở lên', '\n - Công việc: soạn hàng, đóng hàng, giao hàng', '\n - Thời gian làm việc: giờ hành chánh', '\n - Lương: 6.500.000đ/ tháng + tiền ăn trưa 30.000đ/ngày', '\n - Thử việc 2 tháng, sau khi ký hợp đồng chính thức, được đóng bảo hiểm đầy đủ']",BÁN HÀNG/LAO ĐỘNG PHỔ THÔNG,CV2022-26547
6706b3f96ab7bb80c7c1a3eb,https://sieuthivieclam.vn/viec-lam/bep-truong--phu-bep-truong-hoc-CV2023-26646.html,TRƯỜNG THPT THỦ KHOA HUÂN,Ngày cập nhật: 09/03/2023,Nhân viên,2,Dưới 60,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận Tân Bình,"['\n 01 Đơn xin việc có dán ảnh', '\n 02 Bản sơ yếu lý lịch có công chứng xác nhận của UBND phường/xã', '\n Bản sao hộ khẩu, CMND có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n Bản sao các văn bằng, chứng chỉ nghề liên quan có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n 02 Tấm hình mới nhất khổ 3x4', '\n (Tất cả giấy tờ trên có thời hạn không quá 6 tháng kể từ ngày công chứng)']","BẾP TRƯỞNG + PHỤ BẾP (TRƯỜNG HỌC, BAO ĂN Ở)",CV2023-26646
6706b3fa6ab7bb80c7c1a3ec,https://sieuthivieclam.vn/viec-lam/kinh-doanh--ke-toan-CV2023-26644.html,CÔNG TY TNHH THIỆN HẢO,Ngày cập nhật: 10/03/2023,Nhân viên,3 (3 nam - 3 nữ),Dưới 35 tuổi,Trung học phổ thông,Không yêu cầu,9.000.000VNĐ,Quận Thủ Đức,"['\n - Làm việc cho công ty chuyên kinh doanh giấy ngành may mặc', '\n - Thời gian làm việc:\xa0Giờ hành chánh, Thứ 2 đến Thứ 6']",KINH DOANH / KẾ TOÁN,CV2023-26644
6706b3fb6ab7bb80c7c1a3ed,https://sieuthivieclam.vn/viec-lam/ke-toanvan-phong-CV2023-26633.html,CN CÔNG TY CỔ PHẦN CHUYỂN PHÁT NHANH  HÀNG KHÔNG ĐÔNG NAM Á,Ngày cập nhật: 13/03/2023,Nhân viên,5 (5 nữ),duo81i 35,Cao đẳng,Không yêu cầu,Thoả thuận,Quận Tân Bình,"['\n ', '\n - Thành thạo máy tính văn phòng, nhập Dữ Liệu', '\n - Chịu khó, cẩn thận', '\n - 1 người làm toàn thời gian', '\n - 2 người bán thời gian', '\n - Lương: thỏa thuận', '\n \xa0']",KẾ TOÁN/VĂN PHÒNG,CV2023-26633
6706b3fb6ab7bb80c7c1a3ee,https://sieuthivieclam.vn/viec-lam/le-tan-CV2023-26651.html,KHÁCH SẠN THIÊN XUÂN BONAMI,Ngày cập nhật: 14/03/2023,Nhân viên,2,Dưới 35 tuổi,Lao động phổ thông,Không yêu cầu,7.000.000VNĐ,Quận 1,"['\n - Thời gian làm việc:', '\n + Ca 1: 08g00 – 15g00', '\n + Ca 2: 15g00 – 20g00', '\n + Ca 3: 20g00 – 07g00 sáng hôm sau']",LỄ TÂN,CV2023-26651
6706b3fc6ab7bb80c7c1a3ef,https://sieuthivieclam.vn/viec-lam/nhan-vien-van-phong-sale-CV2023-26656.html,Công ty TNHH THƯƠNG MẠI DỊCH VỤ ENDLESS,Ngày cập nhật: 20/03/2023,Nhân viên,9,0,Cao đẳng,Không yêu cầu,20.000.000VNĐ,"Quận 3, Quận Bình Tân","['\n ', '\n - Tốt nghiệp Cao đẳng trở lên.', '\n - Không yêu cầu kinh nghiệm, từng làm tư vấn ( telesales, sales, CSKH, …) là một lợi thế.', '\n - Kỹ năng giao tiếp tốt, linh hoạt.', '\n - Có latop cá nhân.', '\n ', '\n - Tốt nghiệp Cao đẳng trở lên.', '\n - Tin học văn phòng cơ bản.', '\n - Kỹ năng giao tiếp tốt, linh hoạt.', '\n - Trung thực , nhiệt tình, có trách nhiệm\xa0 .', '\n - Tác phong chuyên nghiệp.', '\n - Có latop cá nhân.']",NHÂN VIÊN VĂN PHÒNG /SALE,CV2023-26656
6706b3fd6ab7bb80c7c1a3f0,https://sieuthivieclam.vn/viec-lam/le-tan--ky-thuat-vien-CV2023-26658.html,VIỆN THẨM MỸ CHỊ ĐẸP,Ngày cập nhật: 21/03/2023,Nhân viên,50,0,Trung học phổ thông,Không yêu cầu,7.000.000VNĐ,Quận 10,"['\n - Thời gian làm việc:', '\n + Ca 1: 8g00 – 18g30', '\n + Ca 2: 10g00 – 20g30', '\n + Ca 3: 15g00 – 20g30', '\n ', '\n ', '\n ', '\n ']",LỄ TÂN / KỸ THUẬT VIÊN,CV2023-26658
6706b3fe6ab7bb80c7c1a3f1,https://sieuthivieclam.vn/viec-lam/nhan-vien-ban-hang-CV2023-26649.html,CỬA HÀNG HUYỀN BÍ (gói 500),Ngày cập nhật: 21/03/2023,Nhân viên,0,18-35,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 1,"['\n - tiếng Anh lưu loát, có kinh nghiệm bán hàng', '\n - vui\xa0 vẻ hòa đồng linh hoạt trong công việc']",Nhân viên bán hàng (bán hàng thủ công cho người nước ngoài),CV2023-26649
6706b3fe6ab7bb80c7c1a3f2,https://sieuthivieclam.vn/viec-lam/ke-toan-cong-no--phuc-vu-cua-hang-ga-ran-CV2023-26664.html,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ THƯƠNG MẠI QUỐC TẾ VIỆT AN,Ngày cập nhật: 27/03/2023,Nhân viên,10,18-40,Cao đẳng,1,Thoả thuận,"Quận 1, Quận 7, Quận Tân Bình","['\n Kế toán tốt nghiệp Cao Đẳng trở lên, thật thà.', '\n \xa0']",KẾ TOÁN CÔNG NỢ + PHỤC VỤ (CỬA HÀNG GÀ RÁN),CV2023-26664
6706b4026ab7bb80c7c1a3f3,https://sieuthivieclam.vn/viec-lam/tap-vu--phuc-vu-CV2023-26667.html,NHÀ HÀNG NHẬT BẢN HOA TUYẾT,Ngày cập nhật: 28/03/2023,Nhân viên,10,Dưới 55 tuổi,Lao động phổ thông,Không yêu cầu,8.000.000VNĐ,Quận 1,"['\n ', '\n - 05 Nữ, dưới 55 tuổi', '\n - Thời gian làm việc: theo ca, được nghỉ 1 ngày/tuần', '\n + 9g00 – 14g00 và 16g30 – 22g00', '\n ', '\n - 05 Nữ, dưới 25 tuổi', '\n - Thời gian làm việc: theo ca, được nghỉ 1 ngày/tuần', '\n + 10g00 – 14g00 và 16g30 – 22g00']",TẠP VỤ / PHỤC VỤ,CV2023-26667
6706b4036ab7bb80c7c1a3f4,https://sieuthivieclam.vn/viec-lam/giup-viec-nha-bao-an-o-loai-2-CV2023-26672.html,TƯ NHÂN - CÔ MAI PHƯƠNG,Ngày cập nhật: 28/03/2023,Nhân viên,1 (1 nữ),0,Lao động phổ thông,Không yêu cầu,8.000.000VNĐ,Quận 3,"['\n - Giúp việc nhà, dọn dẹp nấu ăn', '\n - Bao ăn ở']",GIÚP VIỆC NHÀ (BAO ĂN Ở) loại 2,CV2023-26672
6706b4046ab7bb80c7c1a3f5,https://sieuthivieclam.vn/viec-lam/ke-toan--van-phong-CV2023-26665.html,CÔNG TY ĐỊA ỐC MINH ĐỨC,Ngày cập nhật: 29/03/2023,Nhân viên,7,Dưới 47 tuổi,Lao động phổ thông,Không yêu cầu,10.000.000VNĐ,Quận 11,"['\n ', '\n - 02 Nữ, trên 22 tuổi', '\n - Tốt nghiệp Trung cấp trở lên', '\n - Biết Báo cáo thuế, giỏi vi tính phòng', '\n - Mức lương khởi điểm: 11.500.000 đ/tháng + thưởng', '\n - Được hưởng chế độ bảo hiểm', '\n ', '\n - 05 Nam / Nữ, dưới 47 tuổi', '\n - Làm việc tại văn phòng', '\n - Không cần kinh nghiệm, sẽ được đào tạo chuyên nghiệp', '\n - Thời gian làm việc: Giờ hành chánh', '\n - Mức lương khởi điểm: 10.000.000 đ/tháng + hoa hồng + thưởng']",KẾ TOÁN / VĂN PHÒNG (loại 2),CV2023-26665
6706b4046ab7bb80c7c1a3f6,https://sieuthivieclam.vn/viec-lam/bim-coordinatorchuyen-vien-bim-modeler-CV2023-26676.html,DBI – Design Build International Vietnam Company Limited,Ngày cập nhật: 07/04/2023,Nhân viên,3,0,Đại học,3,Thoả thuận,Quận Tân Bình,"['\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n \xa0']",Chuyên Viên (Bim modeler),CV2023-26676
6706b4076ab7bb80c7c1a3f7,https://sieuthivieclam.vn/viec-lam/le-tan--nhap-lieu--thiet-ke--phu-viec-van-phong--giao-hang--kho--nhan-vien-it-CV2023-26657.html,CÔNG TY TNHH TM MẪN ĐẠT,Ngày cập nhật: 10/04/2023,Nhân viên,15,Dưới 45 tuổi,Lao động phổ thông,Không yêu cầu,6.000.000VNĐ,"Quận 1, Quận 7, Quận 8","['\n - Nhân viên Lễ tân/ Nhập liệu/ Thiết kế/ Phụ việc Văn phòng/IT: Tuổi từ 18 – 35', '\n - Nhân viên Giao hàng/ Kho: Tuổi từ 18 – 45', '\n - Nhanh nhẹn, hoạt bát. Cầu tiến, ham học hỏi', '\n - Ngành nghề văn phòng phẩm']",LÊ TÂN / NHẬP LIỆU / THIẾT KẾ / PHỤ VIỆC VĂN PHÒNG / GIAO HÀNG / KHO / NHÂN VIÊN IT / TẠP VỤ,CV2023-26657
6706b40c6ab7bb80c7c1a3f8,https://sieuthivieclam.vn/viec-lam/dung-may-gia-cong-day-cap-dien-CV2023-26677.html,CƠ SỞ MINH THIỆN,Ngày cập nhật: 10/04/2023,Nhân viên,10 (10 nam),Dưới 30 tuổi,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận Thủ Đức,"['\n - Tuổi: dưới 30 tuổi', '\n - Có sức khỏe, chịu khó', '\n \xa0']",ĐỨNG MÁY GIA CÔNG DÂY CÁP ĐIỆN,CV2023-26677
6706b40c6ab7bb80c7c1a3f9,https://sieuthivieclam.vn/viec-lam/nhan-vien-phu-ban-banh-mi-lau-dai-CV2023-26691.html,BÁNH MÌ KIM DUNG,Ngày cập nhật: 18/04/2023,Nhân viên,5 (5 nữ),18-40,Lao động phổ thông,Không yêu cầu,30.000VNĐ,Quận 10,"['\n - Giới tính: Nữ\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\n - Tuổi: 18 - 40 tuổi', '\n - Thời gian làm việc theo ca:', '\n + Sáng: 5h đến 11h', '\n + Chiều: 15h đến 21h', '\n - Công việc: nhận order, gắp thịt chả vào bánh, giữ vệ sinh khu vực bán, thêm đồ bán khi hết, dọn dẹp khi bán xong, v.v', '\n - Thử việc một tuần, nếu được nhận sẽ được trả lương chính thức.']",NHÂN VIÊN PHỤ BÁN BÁNH MÌ LÂU DÀI,CV2023-26691
6706b40d6ab7bb80c7c1a3fa,https://sieuthivieclam.vn/viec-lam/san-xuat-nuoc-da-CV2022-26324.html,HỘ KINH DOANH  TÂN THỚI SƠN,Ngày cập nhật: 20/04/2023,Nhân viên,2 (2 nam),18 trở lên,Lao động phổ thông,Không yêu cầu,10.000.000VNĐ,Quận Tân Bình,"['\n - Tuổi: 18 trở lên', '\n - Có sức khỏe tốt', '\n - Thời gian:7 giờ sáng -7 giờ tối', '\n - Hoặc 7 giờ tối -7 giờ sáng']",SÀN XUẤT NƯỚC ĐÁ (BAO Ở),CV2022-26324
6706b40f6ab7bb80c7c1a3fb,https://sieuthivieclam.vn/viec-lam/hanh-chinh-nhan-su-CV2023-26687.html,CTY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ PHÚC NGUYỄN,Ngày cập nhật: 20/04/2023,Nhân viên,1 (1 nữ),22-30,Cao đẳng,1,9.000.000VNĐ,Quận Gò Vấp,"['\n - Thành thạo vi tính văn phòng', '\n - Tốt nghiệp cao đẳng, đại học', '\n - Kinh nghiệm 1-2 năm\xa0', '\n - Nữ, cẩn thận']",HÀNH CHÍNH NHÂN SỰ (CTV),CV2023-26687
6706b4116ab7bb80c7c1a3fc,https://sieuthivieclam.vn/viec-lam/editor-CV2023-26685.html,CTY CP HỌC VIỆN ĐÀO TẠO CMA,Ngày cập nhật: 20/04/2023,Nhân viên,1 (1 nam),22-30,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận Thủ Đức,"['\n - Chuyên ngành Marketing', '\n - Sinh viên mới ra trường\xa0', '\n Thành thạo công nghệ, edit hình ảnh, video,....']",Editor (CTV),CV2023-26685
6706b4136ab7bb80c7c1a3fd,https://sieuthivieclam.vn/viec-lam/nhan-vien-lao-dong-pho-thong-CV2023-26697.html,NHÀ VĂN HÓA THANH NIÊN,Ngày cập nhật: 20/04/2023,Nhân viên,0,0,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 1,"['\n - Có sức khỏe, làm việc về setup bàn, ghế, sân khấu cho các chương trình, sự kiện...']",NHÂN VIÊN LAO ĐỘNG PHỔ THÔNG,CV2023-26697
6706b4136ab7bb80c7c1a3fe,https://sieuthivieclam.vn/viec-lam/nhan-vien-ky-thuat-CV2023-26696.html,NHÀ VĂN HÓA THANH NIÊN,Ngày cập nhật: 20/04/2023,Nhân viên,2 (2 nam),dưới 30,Trung cấp,Không yêu cầu,Thoả thuận,Quận 1,"['\n - Có bằng cấp chuyên môn tốt nghiệp từ Trung cấp chuyên ngành về Kỹ thuật điện và biết điều khiển mixer âm thanh cho các chương trình, sự kiện (ưu tiên biết về lĩnh vực kỹ thuật điện, âm thanh, ánh sáng... càng tốt)']",NHÂN VIÊN KỸ THUẬT,CV2023-26696
6706b4146ab7bb80c7c1a3ff,https://sieuthivieclam.vn/viec-lam/thu-kho-CV2023-26688.html,CTY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ PHÚC NGUYỄN,Ngày cập nhật: 24/04/2023,Nhân viên,1 (1 nam - 1 nữ),22,Cao đẳng,1,9.000.000VNĐ,Quận Gò Vấp,"['\n - Tốt nghiệp cao đẳng, đại học', '\n - Chuyên ngành kế toán hoặc Logictic, kho', '\n - Kinh nghiệm:1-2 năm', '\n - Thành thạo vi tính văn phòng']",THỦ KHO (CTV),CV2023-26688
6706b4146ab7bb80c7c1a400,https://sieuthivieclam.vn/viec-lam/nhan-vien-buong-phong-CV2023-26700.html,KHÁCH SẠN - NHÀ HÀNG LÚA ĐẠI VIỆT,Ngày cập nhật: 21/04/2023,Nhân viên,0,Dưới 50,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 1,"['\n - Nam/nữ dưới 50', '\n - Sức khỏe tốt', '\n - Tính cách: thân thiện, hòa đồng; nhiệt tình có tinh thần trách nhiệm, trung thực; tác phong nghiêm túc, kỷ luật; biết sắp xếp công việc; ngăn nắp sạch sẽ; tận tụy; có tinh thần phục vụ khách hàng', '\n - Có khả năng làm việc độc lập, gắn kết tập thể; chăm sóc khách hàng', '\n - Tốt nghiệp lớp 12', '\n - Tiếng Anh: giao tiếp căn bản']",NHÂN VIÊN BUỒNG PHÒNG,CV2023-26700
6706b4166ab7bb80c7c1a401,https://sieuthivieclam.vn/viec-lam/nhan-vien-quan-ca-phe-theo-ca-CV2022-26128.html,Happy Fruits (CAFE - NƯỚC ÉP),Ngày cập nhật: 25/04/2023,Nhân viên,3 (3 nam - 3 nữ),0,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận Phú nhuận,"['\n Hồ sơ: sơ yếu lý lịch, CNND/CCCD', '\n Liên hệ: Chị Lan Anh Quán nước ép trái cây Việt Happy Fruits', '\n \xa0Địa chỉ']",NHÂN VIÊN QUÁN CÀ PHÊ (theo ca),CV2022-26128
6706b4186ab7bb80c7c1a402,https://sieuthivieclam.vn/viec-lam/nhan-vien-van-phong-CV2022-26390.html,VĂN PHÒNG DI TRÚ VIET TRAVEL,Ngày cập nhật: 25/04/2023,Nhân viên,2 (2 nữ),Dưới 30 tuổi,Trung học phổ thông,Không yêu cầu,8.000.000VNĐ,Quận 1,"['\n - 02 Nữ, dưới 30 tuổi.', '\n - Tốt nghiệp THPT trở lên', '\n - Biết Anh văn giao tiếp, đọc được các văn bản tiếng Anh', '\n - Thành thạo vi tính văn phòng']",NHÂN VIÊN VĂN PHÒNG,CV2022-26390
6706b4196ab7bb80c7c1a403,https://sieuthivieclam.vn/viec-lam/lao-dong-pho-thong-bao-an-o-thu-kho-CV2023-26710.html,CTY TNHH NGUYÊN KHANG,Ngày cập nhật: 26/04/2023,Nhân viên,10 (10 nữ),018-28,Lao động phổ thông,Không yêu cầu,5.500.000VNĐ,Huyện Hóc Môn,"['\n 01 Đơn xin việc có dán ảnh', '\n 02 Bản sơ yếu lý lịch có công chứng xác nhận của UBND phường/xã', '\n Bản sao hộ khẩu, CMND có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n Bản sao các văn bằng, chứng chỉ nghề liên quan có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n 02 Tấm hình mới nhất khổ 3x4', '\n (Tất cả giấy tờ trên có thời hạn không quá 6 tháng kể từ ngày công chứng)']",LAO ĐỘNG PHỔ THÔNG (BAO ĂN Ở)+ THỦ KHO,CV2023-26710
